P1,mol_id,smiles
0,CID973141,O=C(CSc1ncn[nH]1)c1ccc2c(c1)OCO2
0,CID973140,Cc1c(NC(=O)NCc2ccccc2)c(=O)n(-c2ccccc2)n1C
1,CID4463525,CC12CCCCC1=NC(c1ccc(Br)cc1)N2O
1,CID562133,O=C(CCSCCC(=O)NCc1ccccc1)NCc1ccccc1
1,CID4876732,CCC(C)N(C(=O)CSc1ccc(NC(C)=O)cc1)C1CCS(=O)(=O)C1
1,CID4341848,O=C(NNS(=O)(=O)c1ccc(F)cc1)C1CC(c2cccnc2)=NO1
1,CID739643,Cc1nnc(NC(=O)c2ccncc2)s1
1,CID683130,Cc1ccc2nc(-c3cccs3)oc(=O)c2c1
1,CID970485,CCSc1ccccc1C(=O)Nc1cccc(OC)c1
1,CID2432538,O=C(COC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1)Nc1ccc2c(c1)OCO2
1,CID4462695,CCOC(=O)CSc1nnc(Cc2cc(=O)[nH]c(=O)[nH]2)n1-c1ccc(Cl)cc1
1,CID5820766,O=C(/C=C/c1ccc(Cl)cc1Cl)N(Cc1ccc(Cl)cc1)C1CCS(=O)(=O)C1
1,CID972436,Cc1cc(-c2nn3c(-c4ccccc4)nnc3s2)c2ccccc2n1
1,CID972437,CC(=O)c1ccc(NC(=S)NCCc2ccc(F)cc2)cc1
1,CID3485817,CCCC(C)C(=O)Nc1ccc(C(N)=O)cc1
1,CID774017,O=C(Nc1ccc(Br)cn1)c1ccc([N+](=O)[O-])o1
1,CID2999409,CC(=O)NC(CC(=O)Nc1ccc(S(=O)(=O)N2CCCC2)cc1)c1ccccc1
0,CID2999408,COCC(C)n1c(COc2ccccc2F)nnc1SCc1c(C)noc1C
1,CID1001754,O=C(Nc1ccccc1Oc1ccccc1)c1ccc(Br)o1
0,CID2999404,CC(Sc1nncs1)C(=O)NCc1ccc2c(c1)OCO2
1,CID2999407,O=S(=O)(c1ccc(OCC(O)CN2CCN(c3ccc(F)cc3)CC2)cc1)N1CCOCC1
1,CID2999406,COc1ccc(O)c(C(=O)c2cc(C#N)c(=O)n(-c3c(C)n(C)n(-c4ccccc4)c3=O)c2)c1
1,CID2999401,COC(=O)CNC(=O)COC(=O)C(Cc1ccccc1)NC(=O)c1ccco1
1,CID2999400,CCN(CC)S(=O)(=O)c1ccc2c(c1)nc(SCC(=O)NC1CC1)n2-c1ccccc1OC
1,CID1071283,O=C(CN(c1ccc(F)cc1)S(=O)(=O)c1ccc2c(c1)OCCO2)N1CCOCC1
1,CID2999402,CC1(c2ccccc2)NC(=O)N(CC(=O)N2CCOCC2)C1=O
1,CID788801,CCOc1ccc(C(=O)NCc2ccncc2)cc1OCC
0,CID734374,Cc1cc(C)c2c(N)c(C(=O)NCc3ccco3)sc2n1
1,CID788806,NC(=O)c1ccccc1NS(=O)(=O)c1ccc(F)cc1
1,CID734378,O=C1CN(C(=O)c2ccccc2)c2ccccc2N1
1,CID1918330,CCCOc1ccc(Cc2c(Cl)nc(SC)nc2N(C)C)cc1
0,CID747391,CCOC(=O)c1sc(NC(=O)c2ccco2)nc1-c1ccccc1
1,CID2566824,Cc1cc(C(=O)CSc2nnnn2-c2ccc(O)cc2)c(C)n1Cc1ccc2c(c1)OCO2
1,CID908963,COc1cccc(=O)c2c(C)n(-c3ccc(C(=O)O)cc3)c(C)c12
1,CID1224965,CSc1ccc(Cl)c(C(=O)Nc2ccc(C)cn2)c1
1,CID1224967,O=S(=O)(Nc1ccc(Cc2ccncc2)cc1)c1ccc(Br)s1
1,CID3242669,COc1cccc(CNC(=O)C2CCN(S(=O)(=O)N3CCCC3)CC2)c1
1,CID3242668,CN1C(=O)c2ccccc2Sc2ccc(NC(=O)NC3CC3)cc21
1,CID2866210,COc1cc(C(=O)Nc2cccc(-c3nc4cc(C)ccc4o3)c2)cc(OC)c1OC
1,CID648148,COc1nc(N2CCCCCC2)nc(N2CCCCCC2)n1
1,CID648149,CC1CCc2c(nc3ncnn3c2N2CC(C)OC(C)C2)C1
1,CID3242661,COc1cc2c(cc1OC)C(C(=O)O)C(c1ccc(C)o1)N(C)C2=O
1,CID648147,COc1ccc2cc(CN(Cc3cccnc3)S(=O)(=O)c3ccccc3)c(=O)[nH]c2c1
1,CID648144,C=CCc1c(C)nc(SC)nc1Nc1ccc(C(=O)O)cc1
0,CID648145,c1ccn(-c2ncnc3sc4c(c23)CCCC4)c1
1,CID3242664,CCC(C)C(NS(=O)(=O)c1ccc(C)cc1)C(=O)NCCN1CCOCC1
1,CID3242667,COc1cccc(CNC(=O)c2nnn(CC(=O)Nc3ccc(C)c(C)c3)c2N)c1
1,CID2231549,Cc1ccc(-c2nc(C)sc2CC(=O)O)cc1
1,CID3136237,CCNC(=O)CC1S/C(=N\c2ccc(C)cc2)N(CC)C1=O
1,CID3238840,CCc1c(C)nc2cc(-c3ccc(OC)cc3)[nH]n2c1=O
1,CID731474,Fc1ccc(CSc2ncnc3sc4c(c23)CCCC4)cc1
1,CID3238842,Cc1ccc(N2C(=O)CSC2c2cccnc2)cc1F
0,CID3238843,COc1ccc(Cl)cc1NC(=O)c1oc(C)nc1C
0,CID3238844,COc1ccc(Cn2c(CCC(=O)Nc3ccc(CC#N)cc3)nc3cccnc32)cc1
0,CID3238845,Cc1nc2sc(C(c3ccccc3)N3CCOCC3)c(O)n2n1
1,CID3238846,CCOC(=O)N1CCN(C(=O)Cc2ccc(-n3c(=O)[nH]c4ccccc4c3=O)cc2)CC1
0,CID3238847,O=C(CCN1C(=O)COc2ccccc21)NCc1cccnc1
1,CID3238848,CCC(C)NC(=O)Cn1c(=O)n(CCCCC(=O)NCc2ccco2)c(=O)c2ccccc21
1,CID3238849,O=C1CC(c2ccco2)CC(=O)C1=CNCC1NCCc2ccccc21
1,CID93864,CCOC(=O)Nc1ccc2c(C)cc(=O)oc2c1
1,CID1377936,Cc1ccc2c(c1)N(C(=O)c1ccco1)C(C)(C)c1ssc(=S)c1-2
0,CID665583,CC(C)(C)OC(=O)N1CCCC1c1nnc(SCc2c(F)cccc2Cl)o1
1,CID665582,Cc1cccc(OCC(O)Cn2c(-n3nc(C)cc3C)nc3c2c(=O)[nH]c(=O)n3C)c1
0,CID665581,CC1S/C(=C(\C#N)C(=O)NCc2ccco2)N(c2ccc(F)cc2)C1=O
0,CID665580,Cc1ccc2c(c1)c1ncnc(N3CCOCC3)c1n2C
1,CID665587,COC(=O)c1c(NC(=O)CN2CCCC(C)C2)c2c(C)cccc2n1C
0,CID665585,CCOC(=O)C1CCN(C(C)C(=O)c2c(C)[nH]c3cc(C)ccc23)CC1
0,CID665584,Clc1ccc(OCc2nn3c(-c4ccncc4)nnc3s2)cc1
1,CID2027170,CC1(C)Cc2nc3oc4c(N5CCOCC5)ncnc4c3cc2CO1
1,CID665588,Cc1c(-c2ccccc2)oc2nc3c(c(=O)n(C)c(=O)n3C)n12
1,CID1295573,COc1ccc(S(=O)(=O)N2CCN(C(=O)c3ccco3)CC2)cc1OC
0,CID2142318,CC(=O)Oc1cc2c(C(=O)NCCN3CCOCC3)c(C)oc2c2ccccc12
1,CID2892101,Cn1c(O)c(C(c2ccncc2)c2c(O)n(C)c(=S)n(C)c2=O)c(=O)n(C)c1=S
0,CID3240915,CC(NS(C)(=O)=O)C(c1cccs1)N1CCN(c2ccccc2)CC1
1,CID1184262,Cc1ccc(-c2csc3nc(SCC(=O)N(C)C)n(Cc4ccccc4)c(=O)c23)cc1
1,CID655975,Cc1ccnc(NC(=O)CCC(=O)N(CC(=O)NC2CCCCC2)c2ccc3c(c2)OCO3)c1
1,CID655974,O=C(N1CCCC1)N1CCN(c2ncnc3c(-c4ccc(Cl)cc4)nsc23)CC1
1,CID655977,C=CCN(C(=O)CCC(=O)Nc1cc(C)on1)C(C(=O)NC1CCCC1)c1cccnc1
1,CID3245276,COCCN1C(=O)c2ccccc2C(C(=O)NCCCN2CCCC2=O)C1c1c[nH]c2ccccc12
1,CID655979,COc1ccc(CCNS(=O)(=O)c2ccc(C(=O)NCc3ccco3)cc2)cc1OC
1,CID655978,CCOc1ccccc1NC(=O)C1C2C=CC(O2)C1C(=O)O
0,CID762995,Cc1cc(C)n(-c2cc(-n3nc(C)cc3C)ncn2)n1
1,CID1449812,CCOC(=O)c1cc2c(ccn2C)n1Cc1ccc(C#N)cc1
1,CID848436,O=C(Nc1cc(C(=O)N2CCCC2)ccc1N1CCCC1)C1CC1
1,CID2998751,CC1Cc2ccccc2N1C1=NS(=O)(=O)c2ccccc21
1,CID2998756,COC(=O)c1ccc(C(=O)OC)c(NC(=O)CN2CCN(c3ccccc3)CC2)c1
1,CID2998757,CCOC(=O)C1=C(c2ccccc2)OC(N)=C(C#N)C1C(C)C
0,CID2998754,Cc1ccc(N2CC(C(=O)NCc3cccs3)CC2=O)cc1
1,CID2998755,CN(C)CC(C)(C)NS(=O)(=O)c1ccc(Cl)cc1
1,CID3245273,CC1CCN(c2nnc(N)s2)CC1
1,CID829898,O=C(Nc1ccc(Br)cn1)c1ccc2nccnc2c1
0,CID2104690,CN(C)Cc1nc2ccccc2c(=O)n1Cc1nc(-c2cc3ccccc3o2)cs1
1,CID2104695,O=S(=O)(Nc1nc(CN2CCOCC2)nc2sc3c(c12)CCCC3)c1cc(F)ccc1F
1,CID3150950,CN1C(=O)CC(Sc2ccccc2C(=O)O)C1=O
1,CID1973736,CCCSc1nc(=O)cc(C)[nH]1
1,CID2335980,COc1cccc(NC(=O)COC(=O)c2ccco2)c1
1,CID2077592,Cc1cc(NC(=O)COC(=O)c2ccc(S(=O)(=O)N3CCCC3)cc2)no1
1,CID984873,O=C(NCc1ccco1)c1cccc(NS(=O)(=O)c2cccc(F)c2)c1
1,CID2405034,CCOC(=O)c1cc(-c2ccc(N3CCOCC3)cc2)nn1-c1ccccc1
1,CID1189337,COc1cc(OC)cc(C(=O)Nc2ccc(S(=O)(=O)Nc3cc(C)nc(C)n3)cc2)c1
1,CID3245278,O=C(Nc1c(F)cc(F)cc1Br)c1cc(-c2ccco2)on1
1,CID2333121,O=[N+]([O-])c1cccc(NC(=S)NCCc2ccccc2)c1
1,CID11957140,CC1=NN(c2ccc(F)cc2)C(=O)/C1=C/Nc1sc2c(c1C#N)CCCC2
1,CID4393950,Cc1ccccc1C1N(c2nccs2)C(=O)C2CCCN21
1,CID3426335,Cc1ccccc1C(=O)Nc1nnc(-c2ccc(F)cc2)o1
1,CID2327777,N#C/C(=C\c1ccc(OCc2ccccc2)cc1)C(=O)Nc1nc2c(s1)CCN(Cc1ccccc1)C2
1,CID1263648,O=C(O)c1cccc(Cn2cccn2)c1
1,CID1472972,COC(=O)c1nc2cc3c(cc2c(C)c1C(=O)OC)OCO3
1,CID762330,CCOC(=O)/C(C#N)=C(/C)c1ccc(OC)cc1
1,CID6404618,Cc1nnc(-c2ccccc2)nc1N(C)C
0,CID1982375,Cc1cc(-c2cccnc2)c(C#N)c(SCC#N)n1
1,CID726368,COC(=O)c1cccc(NC(=S)NCCC2=CCCCC2)c1
0,CID650479,CCOC(=O)CSc1nc2cc(OCC)ccc2cc1C#N
1,CID650478,COc1ccc(S(=O)(=O)c2ccc(OC)c(OC)c2)cc1OC
0,CID650476,Cc1cc(S(=O)(=O)N(Cc2ccccc2)Cc2ccc(N(C)C)cc2)ccc1-n1cnnn1
1,CID650475,CCOc1cc(C2C(C(=O)OC(C)C)=C(C)N=C3SCCC(=O)N32)ccc1OC(C)=O
1,CID650474,Cc1cc(C)nc(N2CCCC(C(=O)O)C2)n1
1,CID650472,O=C(CSc1nnc(-c2ccccc2)o1)c1ccc2c(c1)OCCO2
1,CID650471,CCNc1nc2c(c(=O)n(Cc3ccccc3)c(=O)n2C)n1Cc1ccccc1
0,CID650470,Cn1c(Cl)cnc1C(O)c1ccccc1
1,CID2183437,CCOC(=O)C1CCN(C(=O)c2ccc(Br)o2)CC1
1,CID1258719,CC(=O)Nc1ccc(Cl)c(C(=O)Nc2cccc(C)n2)c1
1,CID824938,Cc1cc(OC(=O)c2ccccc2Cl)cc(=O)n1C
1,CID2564633,COc1ccc(-n2c(SCC(=O)Nc3cc(C)on3)nc3ccc(O)cc3c2=O)cc1OC
1,CID9551470,CCCCCn1c(=O)[nH]c2cc(C(=O)N3CCN(CC)CC3)ccc2c1=O
0,CID5309417,COc1ccc(NC(=O)C2CCCCN2S(=O)(=O)c2ccc(F)cc2)cc1
0,CID5309415,CCN(CCNC(=O)CCCn1nc(C)n2c(cc3sccc32)c1=O)c1ccccc1
1,CID5309412,O=C(O)CCC(=O)N1CCc2cc(S(=O)(=O)N3CC=C(c4ccccc4)CC3)ccc21
1,CID818851,CC(C)(C)Oc1ncc(Br)c(OC(C)(C)C)n1
1,CID5309411,COC(=O)c1ccccc1NC(=O)C1CCCN(c2nnc(-n3cccc3)s2)C1
0,CID1881562,COc1cccc(N2CCN(c3ncnc4c3cnn4-c3ccc(C)cc3C)CC2)c1
1,CID5309418,O=C(c1nnc(Cc2ccc(Cl)cc2)o1)N1CCOCC1
1,CID5309419,CCOc1ccc2nc(NC(=O)C3CCN(S(=O)(=O)c4cnc[nH]4)CC3)sc2c1
1,CID573338,Cc1c(C=O)c2ccccc2n1Cc1ccc(F)cc1
1,CID742415,O=C(On1c(-c2ccccc2)nc2ccccc2c1=O)c1ccco1
1,CID1818332,O=C(O)/C=C/C(=O)N1CCN(c2ccccc2F)CC1
1,CID1258447,O=C(N1CCCCCC1)N1CCN(S(=O)(=O)N2CCCCC2)CC1
1,CID1440557,CCn1c(CNc2nc(-c3ccccc3)cs2)nnc1SCC(=O)NCc1ccccc1
1,CID654208,CC(C)C(c1nnnn1Cc1ccc(F)cc1)N1CCSCC1
1,CID654209,Cc1ccc(C)c2[nH]c(=O)c(CN(Cc3nnnn3C3CCCCC3)CC3CCCO3)cc12
1,CID654204,CC(C)OC(=O)CSc1nnc(-c2ccc(Cl)cc2Cl)o1
1,CID654205,Cc1ccc(C)c2[nH]c(=O)c(C(c3nnnn3CCc3ccccc3)N3CCOCC3)cc12
1,CID654206,Cc1ccc(Nc2nc(C(=O)N3CCC(C(=O)NCCN4CCOCC4)CC3)cs2)cc1
1,CID654207,O=C(NC1CCCCC1)N1CCCC(c2nc3ccccc3[nH]2)C1
0,CID654200,Cc1cc(NC(=O)CSc2nnc3c(C)cc4ccccc4n23)no1
1,CID654201,CC(=O)c1cccc(NC(=O)CN(c2ccccc2)S(C)(=O)=O)c1
1,CID654202,CCCC(C(=O)NC1CCCC1)N(CC1CCCO1)C(=O)c1snc(C(N)=O)c1N
0,CID654203,Cc1cc(Cl)ccc1OCCCC(=O)Nc1cccnc1
1,CID3210696,Cc1ccc(N(C(=O)CCC(=O)Nc2cc(C)on2)C(C(=O)NC2CCCC2)c2cccs2)cc1
1,CID3097718,CCCCOc1ccc(S(=O)(=O)NC(=O)NCc2ccc(OCCC)cc2)cc1
1,CID4536915,CCC(=O)Nc1nnc(-c2ccco2)o1
1,CID887949,Cc1nc(=O)c(-c2ccccc2)c(C)n1-c1ccc(O)c(C(=O)O)c1
1,CID663324,Cn1c(SCc2ccccc2F)nnc1-c1cnccn1
0,CID5601233,Cc1ccc(N/C=C2\N=C(c3ccco3)OC2=O)cc1
0,CID663326,COc1ccccc1-c1nn2c(-c3ccc(C(C)(C)C)cc3)nnc2s1
0,CID2525829,Cc1occc1-c1nnc(SCc2nc3ccccc3c(=O)n2CC#N)n1C
0,CID663323,Nn1c(SCc2cccc3ccccc23)nnc1-c1ccco1
1,CID663322,COc1cc(C2c3c(n[nH]c3C)C(=O)N2c2ccc(Br)cc2)ccc1O
1,CID5308851,CCOC(=O)CN1CC23C=CC(O2)C(C(=O)Nc2ccc(C(C)=O)cc2)C3C1=O
0,CID663329,C=CCn1c(SCC(=O)Nc2cc(C)cc(C)c2)nnc1-c1cnccn1
1,CID663328,CCOc1cc(C2c3c(n[nH]c3C)C(=O)N2c2ccc(C)cc2)ccc1O
1,CID999054,Cc1ccc(-n2c(Cn3nc(C(F)F)cc3C(F)F)n[nH]c2=S)cc1
1,CID5062709,Cc1nc2sc(C(c3ccco3)N3CCN(c4ccccc4)CC3)c(O)n2n1
1,CID2085605,Cn1nc(C(=O)NCc2ccc(F)cc2)c2ccccc2c1=O
1,CID5381321,CCOC(=O)Cc1c(C)c2c(O)cc(O)cc2oc1=O
1,CID2313835,CCCCC(=O)Nc1ccccc1C(=O)OCC(=O)c1ccc2c(c1)OCCO2
1,CID648968,CCC(C)NS(=O)(=O)c1ccc(OCC(=O)NCc2ccco2)cc1
1,CID1283104,Clc1cccc(Cl)c1-c1nnc2ccc(N3CCOCC3)nn12
1,CID648964,Cc1cccc2cc(CN(Cc3cccs3)C(c3nnnn3C3CCCC3)C(C)C)c(=O)[nH]c12
1,CID648965,CCCCOc1ccc(-c2nnn(CC(=O)Nc3ncc(CC(=O)OCC)s3)n2)cc1
1,CID648966,Cc1[nH]nc2c1C1(CCN(C(=O)c3ccccc3)CC1)C(C#N)=C(N)O2
0,CID648967,CCN(CC)C(=O)CSc1nnc(-c2cc(OC)cc(OC)c2)o1
1,CID648960,COc1cc(C(=O)N2CCC(NC(=O)C(Cc3ccc(C)cc3)NC(C)=O)CC2)cc(OC)c1OC
0,CID648961,CC1(C)NC(=O)N(CC(O)CN2C(=O)NC(C)(C)C2=O)C1=O
1,CID648962,CCOC(=O)N1CCN(S(=O)(=O)c2cccc3cccnc23)CC1
1,CID648963,C=CCc1cccc2cc(C(=O)N3CCN(C(=O)OCC)CC3)c(=O)oc12
1,CID5741391,CC1=C(C(=O)Nc2ccccc2)C(c2cccc([N+](=O)[O-])c2)N=C2Nc3ccccc3N21
1,CID16187647,O=C(c1ccc(Cl)cc1)C1CCCN(Cc2cccn2-c2ccccn2)C1
1,CID16187644,COc1ccc(C(=O)C2CCCN(C(=O)C3=CCCC3)C2)cc1OC
1,CID16187641,CSc1ccc(C(=O)C2CCCN(C(=O)c3cccc(N4CCOCC4)c3)C2)cc1
1,CID3648655,Cc1nc(SCC(=O)N2CC(C)OC(C)C2)nc(C)c1C
1,CID704717,Cc1sc(NC(=O)c2cccs2)nc1-c1ccccc1
1,CID3239928,CCN1CCCC1CNC(=O)c1ccc(CS(=O)(=O)c2ccccc2C)o1
1,CID3239929,COc1ccccc1S(=O)(=O)Cc1ccc(C(=O)NC(C)c2ccc3c(c2)OCCO3)o1
1,CID3239924,CCCN(c1ccc(OCC)cc1)S(=O)(=O)c1ccc2c(c1)CCN2C(=O)CCC(=O)O
1,CID3239925,CCOCCCNC(=O)C1CCN(S(=O)(=O)N(CC(C)C)CC(C)C)CC1
1,CID3239926,COc1ccccc1NC(=O)N(Cc1ccccc1)C1=NCC(C)S1
0,CID3239927,Cc1oc(-c2ccccc2F)nc1CN1CCC(C(=O)NCc2cccs2)CC1
1,CID1307216,COc1ccccc1N1CCN(C(=O)c2ccc(S(=O)(=O)N3CCCC3)cc2)CC1
1,CID3239921,COCCCNc1nc(=S)[nH]c2cc(OC)c(OC)cc12
1,CID3239923,O=c1cc(Nc2ccc3c(c2)OCCO3)[nH]c(=O)n1C1CCCCC1
1,CID49968,CC(C)Nc1nc(NC(C)C)nc(N(C)C#N)n1
1,CID935459,O=C(NCC(F)(F)F)Nc1cccnc1
1,CID2773135,CC(C)n1c(NCCO)nc2ccccc21
0,CID655159,CCOC(=O)c1ccccc1NC(=O)CC1S/C(=N/C)N(C)C1=O
1,CID655158,CCC(=O)N(Cc1cc2cc(C)c(C)cc2[nH]c1=O)C1CCCCC1
1,CID655157,COc1ccccc1CNc1ncnc2c1nnn2Cc1ccccc1
0,CID655156,c1cncc(-c2nnc(-c3cccs3)o2)c1
0,CID655154,CCN(C(=O)COc1ccccc1)c1nnc(-c2cccnc2)s1
0,CID655153,CCc1c(C)nc(N)n2c(SCC(=O)N3CCCC(C)C3)nnc12
1,CID655152,Cn1c(C(=O)OCC(=O)NCc2cccs2)cc2sccc21
1,CID655151,Cc1cc2cc(CN(Cc3nnnn3C3CCCCC3)CC3CCCO3)c(=O)[nH]c2cc1C
1,CID717707,CCN(CC)C(=O)COc1ccc(-c2ccccc2)cc1
1,CID5730589,Cc1ccc2occ(/C=C/C(=O)c3ccccc3O)c(=O)c2c1
1,CID2423962,S=c1[nH]nc(-c2ccc3c(c2)OCO3)n1-c1ccccc1
1,CID647889,Cc1nc(SCC(=O)O)c2oc3ccccc3c2n1
1,CID857997,c1ccc(-c2nc3ccccn3c2NCc2ccc3c(c2)OCO3)cc1
0,CID647882,Cc1ccc2nc(Nc3nc(=O)c4ccccc4n3C)nc(C)c2c1
0,CID647883,CS(=O)(=O)Nc1ccccc1C(=O)N1CCCC1
1,CID647880,CCCNC(=O)c1ccccc1NS(=O)(=O)c1ccc2c(c1)OCCO2
1,CID647881,COc1cccc(N2CCN(CC(=O)NCc3cccs3)CC2)c1
1,CID647887,Nc1cc(=O)nc(SCc2nnc(-c3ccccc3)o2)[nH]1
0,CID647884,CCOCCCNC(=O)C1CCCN1C(=O)NC1CCCCC1
0,CID647885,Cc1nnc(SCc2ccccc2)n1N
1,CID936630,Cc1ccc(-c2nnc(SCC(=O)OC(C)C)n2N)cc1
1,CID714247,O=C(Nc1ccccc1N1CCOCC1)c1cccnc1Cl
1,CID936637,Cc1cc(/C=N/n2cnnc2)c(C)n1-c1cc(Cl)ccc1Cl
1,CID3156922,CC(NS(=O)(=O)c1ccc(Cl)cc1)C(=O)NCc1ccco1
1,CID714249,N#Cc1c(N)oc(-c2ccco2)c1-c1ccco1
1,CID3156925,Cc1ccc(N2CC(C(=O)NCc3cccs3)CC2=O)cc1C
1,CID5034149,O=C(Nc1ccc2c(c1)OCO2)C1CCCCN1S(=O)(=O)c1ccccc1
1,CID1732378,O=c1/c(=C\c2ccc(OCc3cccc4ccccc34)cc2)sc2nc3ccccc3n12
1,CID3393239,COC(=O)C1CC(=O)N(CCc2c[nH]c3ccccc23)C1
1,CID873565,Cc1ccc(C(=O)NCc2ccc(Cl)c(Cl)c2)o1
1,CID787678,CCOC(=O)c1ccc(NCn2c(=O)oc3ccccc32)cc1
1,CID2856677,O=C1C2C(C(=O)N1CCc1ccccc1)C1C=CC2C12CC2
1,CID2866971,Cc1ccccc1OCC(=O)O/N=C(\N)Cc1ccc(Cl)cc1
1,CID1792017,COc1ccc(NS(=O)(=O)c2ccc(NC(=S)NC(=O)CC(C)C)cc2)cc1
1,CID756747,COc1ccccc1-n1c(SCC(N)=O)nc2c(c1=O)SCC2
1,CID756741,CSc1nc2c(c(=O)n1-c1ccc(C)cc1)SCC2
1,CID2235475,O=C(c1ccc([N+](=O)[O-])cc1)N(Cc1ccc(Cl)cc1)N1C(=O)CCCC1=O
1,CID1385037,Cc1ccc(Nc2nc(N)nc(CSc3nc(C)cc(C)n3)n2)cc1
1,CID1313486,CCC(=O)N(c1ccc(C(=O)O)cc1)c1nc(-c2ccc(OC)cc2)c(C)s1
0,CID756749,CCOc1ccc(-n2c(SC)nc3c(c2=O)SCC3)cc1
1,CID1243703,COc1ccc(S(=O)(=O)N(C)c2ccc(C(=O)NC3CCCC3)cc2)cc1
1,CID787672,CC(=O)c1ccc(S(=O)(=O)N2CCCC2)cc1
0,CID2547736,CCOC(=O)c1c(C)oc(NC(=O)COc2ccc(Cl)cc2C)c1C#N
0,CID649137,CCn1c(SCC(=O)Nc2sc(C)c(C)c2C#N)nnc1C(C)C
1,CID665918,COCCn1c(Sc2nc(C)cs2)nc2c1c(=O)[nH]c(=O)n2C
0,CID665919,CC1(C)CC(=O)C2=C(C1)NC(=O)CC2C(=O)NCc1ccc(F)cc1
1,CID2088722,Cc1ccc(C(=O)N/C(=C/c2ccco2)C(=O)O)cc1
1,CID573747,O=C(c1cccs1)c1no[n+]([O-])c1C(=O)c1cccs1
0,CID665911,Cc1cc(N2CCC(C)CC2)n2nc(C)c(-c3ccccc3)c2n1
1,CID665912,Cc1ccc(CNc2ccc(N3CCOCC3)c(C(=O)O)c2)s1
0,CID665913,CCc1ccc2oc(=O)cc(CN3CCN(CCO)CC3)c2c1
0,CID573743,O=C(Nc1cccc2nsnc12)c1cccs1
0,CID573742,O=C(Nc1ccc2nsnc2c1)c1cccs1
1,CID665916,FC(F)(F)c1nnc2sc(-c3ccccn3)nn12
1,CID665917,CCOc1ccccc1C(=O)NCCC(=O)O
1,CID82073,CCOC(=O)c1c(C)[nH]c2ccc(O)cc12
1,CID1295907,CCOC(=O)N1CCN(C(=O)COc2ccc(Br)cc2)CC1
1,CID1850707,COc1cccc(Nc2nc(N)nc(-c3oc4ccccc4c3C)n2)c1
1,CID82078,CCOC(=O)CS(=O)(=O)c1ccccc1
0,CID5282230,COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC
1,CID16191635,CN(CCc1ccccn1)C(=O)CCC1CCCN(C(=O)c2cscn2)C1
1,CID1308296,COc1cccc(NC(=S)N2CCN(C/C=C/c3ccccc3)CC2)c1
1,CID713731,COC(=O)c1ccc(-n2nnnc2SC)cc1
1,CID713737,CSc1nnnn1-c1cccc(O)c1
1,CID1737471,CCOc1cc(/C=N/NC(=O)c2ccc(NC(=O)C(C)(C)C)cc2)ccc1OC(=O)c1cccc(C)c1
1,CID2125151,Cc1csc(SCC(=O)Nc2cc(C(C)(C)C)nn2-c2ccccc2)n1
1,CID2457075,CC(=O)c1ccc(NC(=O)COc2ccc3c(c2)OCO3)cc1
1,CID3222665,COc1ccc(CNC(=O)C2CCN(c3nc(OC)nc(OC)n3)CC2)cc1
1,CID2491306,O=C(Nc1ccc(S(=O)(=O)NCc2ccco2)cc1)c1ccncc1
1,CID2130268,CCCCn1cnc2cc(C)c(C)cc21
0,CID711393,O=S(=O)(/C=C/c1ccccc1)Nc1ccc(N2CCOCC2)cc1
1,CID3212967,CC1Cc2ccccc2N1C(=O)CSc1nnnn1C(C)C
1,CID3150565,Cc1ccccc1NC(=O)C1CC(=O)N(c2ccc3c4c(cccc24)CC3)C1
1,CID3212965,CC(C)n1nnnc1SCC(=O)c1ccc2c(c1)OCCO2
1,CID806411,Cc1[nH]c2ccccc2c1Cc1n[nH]c(=S)n1C
1,CID934679,O=C(CSc1ccccn1)Nc1ccc(Br)cn1
1,CID1486073,CCOC(=O)Cc1nc(-c2ccccc2)n[nH]1
1,CID2310255,COc1ccc(/C=N/OCC(=O)N(Cc2ccc(OC)cc2)c2ccccc2C(=O)O)cc1
1,CID805142,CCCc1nc2ccccc2c(=O)n1N
0,CID644519,c1ccc(CCn2nnnc2C(c2cccs2)N2CCOCC2)cc1
1,CID644518,CCOC(=O)c1ccccc1NC(=O)c1c(O)n(CC)c2ccccc2c1=O
1,CID1359010,C/C(=N\NC(=O)c1cccc(Cl)c1)c1cccc(NC(=O)c2ccco2)c1
1,CID1244282,O=C(Nc1nn(Cc2ccccc2F)cc1Br)c1cccs1
1,CID644511,COc1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1
0,CID644510,O=c1[nH]c2cc3c(cc2cc1CN(CCCO)Cc1nnnn1Cc1ccc(F)cc1)OCO3
0,CID644513,O=C(NC1CCCCCC1)c1nc2ncccn2n1
0,CID644512,CCSC1=C(C#N)C(c2cccc(OC)c2)CC(=O)N1
1,CID644515,COc1cccc(-n2c(COc3ccc(C)cc3)nnc2SCC(N)=O)c1
0,CID644514,CCCCCn1c(N2CCC(C(N)=O)CC2)nc2c1c(=O)[nH]c(=O)n2C
1,CID644517,COCc1cc(=O)n2c([nH]c3ccccc32)c1C#N
1,CID798734,C=CCN(CC=C)C(=O)Cc1ccc(F)cc1
1,CID1219675,CCOc1ccc(-c2cc(C(=O)Nc3ccc4c(c3)OCCO4)c3ccccc3n2)cc1
